Date,Open,High,Low,Close,Adj Close,Volume,SMA_7,SMA_14,EMA_7,EMA_14,RSI,MACD,Signal Line,Bollinger_SMA,Upper_Band_BB,Lower_Band_BB,ATR,%K,%D,OBV
2017-01-08,908.1749877929688,942.7239990234375,887.2490234375,911.198974609375,911.198974609375,158715008,993.6692766462054,976.3726370675223,958.3567954673504,954.5440052332306,51.36648127876991,39.00775614459485,51.50879869163832,944.2951446533203,1103.1901945683626,785.4000947382781,69.76886422293526,23.845568796248322,19.694043103441878,1865537512
2017-01-09,913.2440185546875,913.6859741210938,879.8070068359375,902.8280029296875,902.8280029296875,141876992,976.680419921875,976.0310668945312,944.4745973329346,947.6485382594249,49.56239731294479,31.644456225075032,47.535930198325666,949.3927459716797,1094.891547195527,803.8939447478324,70.97443062918526,21.568025719713578,22.849322909055484,1723660520
2017-01-10,902.4400024414062,914.8729858398438,901.0599975585938,907.6790161132812,907.6790161132812,115808000,957.2288556780134,974.2082824707031,935.2757020280213,942.3192686399391,47.57261239025889,25.901843878557656,43.20911293437207,953.062646484375,1089.7736283325937,816.3516646361563,69.40443202427456,22.88787148114198,22.76715533236796,1839468520
2017-01-11,908.114990234375,919.447998046875,762.7650146484375,777.7570190429688,777.7570190429688,310928992,903.3755754743304,960.0537109375,895.8960312817582,920.377635360343,33.832480037335415,10.743320548713655,36.71595445724039,948.7234985351563,1101.7946727154333,795.6523243548793,77.54442923409599,3.500065547233907,15.98532091602982,1528539528
2017-01-12,775.177978515625,826.2459716796875,755.7559814453125,804.833984375,804.833984375,222326000,873.5832868303571,948.006352015904,873.1305195550686,904.9718152289639,36.77150592788763,0.9045394415766168,29.55367145410764,942.8659973144531,1108.6808663675886,777.0511282613178,80.80128696986607,11.27338463151838,12.553773886631424,1750865528
2017-01-13,803.7369995117188,829.0009765625,780.0029907226562,823.9840087890625,823.9840087890625,168968000,862.4094325474331,938.2024972098214,860.8438918635671,894.1734410369771,39.35008479605141,-5.286578161372631,22.585621531011586,939.1240966796875,1112.336610070722,765.9115832886531,81.5394287109375,15.672210542018172,10.148553573590155,1919833528
2017-01-14,825.1420288085938,835.0850219726562,812.4559936523438,818.4119873046875,818.4119873046875,93063296,849.527570452009,927.8217119489398,850.2359157238473,884.0719138726718,38.77678360585731,-10.52141471330458,15.964214282148355,935.235546875,1115.8411293647212,754.6299643852788,81.97671944754464,14.392298206171148,13.7792977932359,1826770232
2017-01-15,818.1420288085938,823.3070068359375,812.8709716796875,821.7979736328125,821.7979736328125,71013600,836.7559988839286,915.2126377650669,843.1264302010886,875.7687218406905,35.67757330303732,-14.232773048747845,9.924816815969114,930.9449462890625,1118.2662375910588,743.6236549870661,79.5520760672433,15.170070812132783,15.078193186774035,1897783832
2017-01-16,821.7830200195312,834.530029296875,820.27099609375,831.5339965820312,831.5339965820312,82755200,826.5711408342634,901.6257803780692,840.2283217963243,869.8707584728693,34.216324696210364,-16.20167278514043,4.699518895747206,925.8617462158203,1118.3713203051236,733.352172126517,78.09286499023438,17.40646848391824,15.65627916740739,1980539032
2017-01-17,830.9459838867188,910.5609741210938,830.7960205078125,907.93798828125,907.93798828125,155095008,826.608136858259,891.9184962681362,857.1557384175558,874.9463891139868,39.65558861296994,-11.464718280266425,1.4666714605444793,922.4625946044922,1113.6466844917188,731.2785047172657,82.18464878627232,34.9567259188557,22.511088404968906,2135634040
2017-01-18,909.3729858398438,917.4990234375,858.3040161132812,886.6179809570312,886.6179809570312,225676992,842.1597028459821,872.7676391601562,864.5212990524246,876.5026013597261,26.37013503634519,-9.323518403105936,-0.6913665121856039,918.1186431884765,1108.3660547578243,727.8712316191287,78.15714372907367,30.059447534137256,27.474213978970397,1909957048
2017-01-19,888.3350219726562,904.614013671875,884.3380126953125,899.072998046875,899.072998046875,105625000,855.6224190848214,864.6028529575893,873.1592238010372,879.5119875846793,36.963785780214366,-6.546126612943226,-1.8623185323371283,915.0103942871094,1104.3205570235514,725.7002315506674,59.55664498465402,49.24068338285839,38.085618945283784,2015582048
2017-01-20,898.1719970703125,899.3980102539062,887.0079956054688,895.0260009765625,895.0260009765625,86728400,865.7712751116071,864.09035382952,878.6259180949186,881.5805227035971,48.91711047435268,-4.618345043775776,-2.4135238346248578,911.5745452880859,1099.6509653402236,723.4981252359482,48.80835396902902,74.48868599842523,51.26293897180695,1928853648
2017-01-21,895.5490112304688,927.3670043945312,895.5349731445312,921.7890014648438,921.7890014648438,111158000,880.5394199916294,865.0334952218192,889.4166889373998,886.9416532050967,51.87733610472414,-0.9204039458611533,-2.1148998568721167,907.7477447509766,1091.455932982404,724.0395565195494,45.04492623465402,88.80289911088883,70.84408949739081,2040011648
2017-01-22,922.2050170898438,937.5250244140625,897.5640258789062,924.6729736328125,924.6729736328125,116573000,895.2358485630581,865.9959237234933,898.230760111253,891.9724959287922,51.914257549922375,2.217392744774429,-1.2484413365428075,902.8938934326172,1078.8873557687139,726.9004310965206,43.93678501674107,92.9294611605236,85.40701542327922,2156584648
2017-01-23,925.4990234375,928.2659912109375,916.7379760742188,921.0120239257812,921.0120239257812,73588600,908.0184238978794,867.2947823660714,903.926076064885,895.8444329950574,52.61845570640657,4.358469460298124,-0.12705917717462123,896.7524963378906,1060.159128551758,733.3458641240233,42.34028843470982,90.91539449260335,90.88258492133859,2082996048
2017-01-24,910.677001953125,924.14501953125,892.2860107421875,892.68701171875,892.68701171875,111349000,905.8397129603794,866.2239249093192,901.1163099783513,895.4234434915498,47.97788981492138,3.7267369165116406,0.6437000415626312,883.6503479003907,993.0641210809727,774.2365747198087,43.62928989955357,75.33242626852521,86.39242730721737,1971647048
2017-01-25,891.9240112304688,903.2520141601562,891.68701171875,901.5419921875,901.5419921875,120831000,907.9717145647321,875.0657087053571,901.2227305306385,896.2392499843432,74.7931977822108,3.8957000387841845,1.2941000410069419,878.058447265625,969.5133143030924,786.6035802281575,33.263719831194194,80.20398213091282,82.15060096401379,2092478048
2017-01-26,902.39501953125,919.3259887695312,902.2239990234375,917.5859985351562,917.5859985351562,131958000,910.6164289202009,883.1194240025112,905.3135475317679,899.0854831244517,73.62763493299875,5.2635468655767,2.0879894059208937,878.8276977539062,971.3897058984522,786.2656896093603,29.499005998883927,87.34207182852411,80.95949340932071,2224436048
2017-01-27,918.3590087890625,923.2230224609375,915.8460083007812,919.75,919.75,125594000,914.1484287806919,889.9598519461496,908.922660648826,901.8407520411915,71.60629321864545,6.447865187289722,2.959964562194659,879.3859466552734,972.8340454622813,785.9378478482655,26.526079450334823,85.78782908462172,84.44462768135288,2350030048
2017-01-28,919.8109741210938,923.9110107421875,919.8109741210938,921.5900268554688,921.5900268554688,68979600,914.1200038364956,897.3297119140625,912.0895022004867,904.4739886830952,73.67728991814973,7.449052736221574,3.8577821970000423,879.9054992675781,974.2099513588961,785.6010471762601,25.206935337611608,87.21662295846122,86.78217462386901,2419009648
2017-01-29,922.0670166015625,923.4180297851562,919.1480102539062,919.4959716796875,919.4959716796875,60851700,913.3804321289062,904.3081403459821,913.9411195702869,906.4769197493075,72.5534598567791,7.981522309126035,4.682530219425241,880.7388977050781,976.1839927214162,785.29380268874,24.766505650111608,84.6239374521756,85.87612983175283,2358157948
2017-01-30,920.1510009765625,923.0479736328125,919.4739990234375,920.3820190429688,920.3820190429688,78227296,913.2904314313616,910.6544276646206,915.5513444384574,908.3309329884623,71.38421563229548,8.378423646687565,5.421708904877707,881.3740478515625,977.7386275510293,785.0094681520958,24.003287179129465,83.93781938960842,85.25945993341507,2436385244
2017-01-31,920.958984375,972.0189819335938,920.958984375,970.4030151367188,970.4030151367188,164582000,924.3927176339286,915.116215297154,929.2642621130227,916.6072106082299,67.2213683374128,12.584184512407546,6.854204026383675,891.00634765625,982.1316776772287,799.8810176352713,21.994144984654017,98.57893217025763,89.04689633734722,2600967244
2017-02-01,970.9409790039062,989.114013671875,970.7420043945312,989.0230102539062,989.0230102539062,150110000,936.8900059291294,922.4308602469308,944.2039491482436,926.2626505609869,78.65934441350802,17.221242527520417,8.927611726611024,900.2157989501953,991.9000196035929,808.5315782967978,19.102430071149552,99.91314478781348,94.14329878255984,2751077244
2017-02-02,990.0009765625,1013.52001953125,983.2210083007812,1011.7999877929688,1011.7999877929688,145820992,950.3491472516741,930.4827880859375,961.1029588094249,937.6676288585845,79.82495038376882,22.474978582049516,11.637085097698723,909.6065979003906,1006.7277764406344,812.4854193601468,19.818359375,98.64042034511257,99.0441657677279,2896898236
2017-02-03,1011.4600219726562,1033.8699951171875,1008.7899780273438,1029.9100341796875,1029.9100341796875,201278000,966.0862949916294,940.1173618861607,978.3047276519906,949.9666162347316,83.2154578416761,27.779704506537882,14.865608979466554,920.1815002441406,1021.4621154853456,818.9008850029355,20.724788120814733,97.21488405795857,98.58948306362821,3098176236
2017-02-04,1031.3299560546875,1045.9000244140625,1015.1599731445312,1042.9000244140625,1042.9000244140625,155064000,983.4162946428571,948.7681492396763,994.4535518425085,962.3577373253091,81.9940683975612,32.65548951443134,18.42358508645951,931.2366027832031,1035.5242478961854,826.9489576702209,20.61043439592634,98.05463887413491,97.96998109240201,3253240236
2017-02-05,1043.52001953125,1043.6300048828125,1022.3699951171875,1027.3399658203125,1027.3399658203125,114208000,998.8225795200893,956.1015058244977,1002.6751553369595,971.0220344579762,75.41927317721573,34.86214842750269,21.711297754668145,941.0269012451172,1042.6338158559925,839.4199866342419,19.274649483816965,87.96466117264684,94.4113947015801,3139032236
2017-02-06,1028.4000244140625,1044.6400146484375,1028.1600341796875,1038.1500244140625,1038.1500244140625,111762000,1015.6465802873884,964.468505859375,1011.5438726062353,979.9724331187878,78.01054517251717,37.05606366399729,24.780250936533974,947.5375030517578,1056.6285807753882,838.4464253281274,19.686937604631698,94.97448375818186,93.66459460165454,3250794236
2017-02-07,1040.1400146484375,1061.9300537109375,1040.1400146484375,1061.3499755859375,1061.3499755859375,146007008,1028.6390032087054,976.5158604213169,1023.9953983511608,990.8227721144078,91.34480038684998,40.20336015457417,27.864872780142015,956.2741027832031,1072.5719306305327,839.9762749358736,19.109867640904017,99.6592647087294,94.1994698798527,3396801244
2017-02-08,1062.3199462890625,1078.969970703125,1037.489990234375,1063.0699462890625,1063.0699462890625,201855008,1039.2171369280134,988.0535714285714,1033.7640353356362,1000.4557286710285,91.03106267232751,42.34823842801541,30.761545909716695,964.4739501953125,1086.7620168980286,842.1858834925963,21.246651785714285,91.00402444086379,95.21259096925833,3598656252
2017-02-09,1064.699951171875,1088.989990234375,953.343994140625,994.3829956054688,994.3829956054688,407220000,1036.728995186942,993.5390712193081,1023.9187754030943,999.6460309289539,65.39146747642671,38.06679669680079,32.222596067133516,969.4417999267578,1087.8622873101226,851.0213125433929,29.66536603655134,45.35935146438352,78.67421353799223,3191436252
2017-02-10,995.6320190429688,998.905029296875,946.6909790039062,988.6740112304688,988.6740112304688,190452000,1030.838134765625,998.4622148786273,1015.1075843599378,998.183094969156,63.62004821076688,33.82316357608488,32.54270956892379,972.7860504150391,1089.3026990798285,856.2694017502497,32.868011474609375,40.935698573790624,59.09969149301264,3000984252
2017-02-11,988.8980102539062,1009.2899780273438,982.8300170898438,1004.4500122070312,1004.4500122070312,102261000,1025.3452758789062,1004.3807852608817,1012.4431913217112,999.018683934206,65.51917133415367,31.371415042872854,32.3084506637136,976.77490234375,1091.8091162483463,861.7406884391537,34.46079363141741,50.22433320839432,45.50646108218948,3103245252
2017-02-12,1003.52001953125,1004.760009765625,996.9210205078125,999.1810302734375,999.1810302734375,67530000,1021.3225708007812,1010.0725751604352,1009.1276510596427,999.0403301127703,64.74911724009533,28.67270278946694,31.581301088864272,980.6833526611329,1093.0203930283901,868.3463122938756,34.71572004045759,47.020361135614884,46.06013097259994,3035715252
2017-02-13,998.885009765625,1002.0999755859375,976.0020141601562,990.6420288085938,990.6420288085938,100607000,1014.5357142857143,1015.0911472865513,1004.5062454968805,997.9205566055468,62.646338017585386,25.550398738583453,30.37512061880811,985.581103515625,1090.0287337832317,881.1334732480185,36.324576241629465,41.470348925906826,46.23834775663867,2935108252
2017-02-14,991.7349853515625,1011.510009765625,986.4710083007812,1004.5499877929688,1004.5499877929688,137946000,1006.4214303152902,1017.5302167619977,1004.5171810709026,998.8044807638698,57.064649426886845,23.922443304438843,29.084585155934256,990.7315032958984,1087.6155082279352,893.8474983638615,34.42472185407366,40.66016220966816,43.05029075706329,3073054252
2017-02-15,1006.2100219726562,1008.8400268554688,1001.5800170898438,1007.47998046875,1007.47998046875,89759400,998.4800066266741,1018.8485717773438,1005.2578809203644,999.9612140578539,54.08367289779954,22.608090818154892,27.789286288378385,995.2262023925781,1085.9683178127984,904.4840869723578,33.60679408482143,42.71920158769715,41.61657090775737,3162813652
2017-02-16,1007.6500244140625,1033.3699951171875,1007.6500244140625,1027.43994140625,1027.43994140625,122277000,1003.2024274553571,1019.9657113211496,1010.8033960418359,1003.6250443709735,53.50407766363644,22.91293300974837,26.814015632652385,1000.6106994628906,1085.0573021574246,916.1640967683566,33.29186575753348,56.745975747900324,46.70844651508853,3285090652
2017-02-17,1026.1199951171875,1053.1700439453125,1025.6400146484375,1046.2099609375,1046.2099609375,136474000,1011.4218488420759,1021.1299918038504,1019.6550372657518,1009.3030332465104,53.64117434683066,24.387976934318885,26.328807892985687,1006.8416961669922,1084.886023525164,928.7973688088202,33.466866629464285,69.93652385427465,56.46723372995737,3421564652
2017-02-18,1049.2099609375,1061.0999755859375,1046.9599609375,1054.4200439453125,1054.4200439453125,99073504,1018.5604248046875,1021.9528503417969,1028.346288935642,1015.3186346730174,52.629565418980064,25.920647862348346,26.24717588685822,1013.5878997802735,1082.6508828320018,944.5249167285451,32.33472115652902,75.70612333133313,67.46287431116936,3520638156
2017-02-19,1054.760009765625,1056.81005859375,1043.4599609375,1047.8699951171875,1047.8699951171875,77423296,1025.5159912109375,1023.4192810058594,1033.2272154810285,1019.6588160655734,54.887218700581364,26.303555402437155,26.25845178997401,1019.9622985839844,1074.89061720785,965.0339799601187,31.769727434430802,71.10310552292651,72.24858423617809,3443214860
2017-02-20,1048.68994140625,1080.489990234375,1041.68994140625,1079.97998046875,1079.97998046875,109478000,1038.278555733817,1026.4071350097656,1044.9154067279587,1027.701637985997,59.04087867786736,28.86527888323053,26.779817208625317,1025.441146850586,1081.405355119347,969.476938581825,33.30544172014509,93.66825553620166,80.15916146348711,3552692860
